CAT1,CAT2,DA1,DA2,DA3,FAT,LAB1,LAB2,LAB3,LAB4,LAB5,LAB6,LFAT
33,33,8,7,7,66,9,10,10,9,10,10,39
34,32,9,9,7,56,10,10,8,7,7,10,40
39,37,9,10,8,79,9,7,9,8,8,10,39
39,39,10,8,9,73,8,7,9,7,10,8,40
33,37,8,10,7,74,10,9,8,8,7,9,39
36,37,10,10,9,73,9,7,8,10,7,10,39
35,34,10,7,9,71,9,10,10,9,8,8,39
31,32,8,9,10,77,8,9,7,10,7,9,38
39,33,8,7,8,75,10,9,10,7,8,9,39
33,39,10,8,10,71,7,7,7,7,8,9,40
39,33,7,7,10,59,7,10,8,10,8,7,40
38,37,10,8,7,72,8,10,7,7,10,9,39
32,40,9,7,7,65,7,10,8,9,9,8,39
32,33,10,10,10,77,10,7,10,9,9,10,40
38,40,8,7,7,66,7,8,8,7,10,8,39
35,36,7,8,8,63,9,8,7,9,10,8,39
40,36,7,10,10,72,8,9,10,8,9,9,38
40,39,10,9,9,66,7,10,9,7,7,8,39
35,38,9,8,9,67,8,10,8,7,10,7,40
36,38,9,8,8,68,8,7,8,8,9,8,40
38,38,9,9,8,71,8,7,9,7,7,8,39
31,37,7,10,8,76,7,9,9,8,8,7,39
38,38,7,7,8,56,10,9,9,10,10,8,40
35,31,9,9,10,66,9,9,8,7,7,10,39
37,33,9,10,8,79,8,7,9,7,7,10,38
31,32,9,8,10,79,10,8,8,9,9,9,39
38,34,8,8,10,76,9,8,8,7,8,7,39
31,31,10,9,8,71,8,7,9,9,7,8,40
37,34,10,8,7,74,7,9,7,7,10,9,39
33,32,10,9,8,58,8,10,7,7,9,8,38
37,37,9,7,10,70,7,8,7,10,9,8,38
39,33,8,10,10,74,8,8,10,9,10,9,40
36,38,10,7,10,64,8,9,10,8,9,7,39
34,39,8,10,8,61,7,8,8,8,7,10,40
33,37,10,8,8,68,8,7,10,8,9,9,38
36,39,7,8,10,78,7,8,9,9,10,10,39
39,39,9,10,10,79,9,10,8,9,7,10,39
34,32,7,10,10,65,7,8,10,9,8,10,39
39,34,8,8,8,79,10,9,9,8,10,10,40
34,32,10,8,8,78,8,8,8,9,7,8,40
39,35,7,10,9,71,10,9,9,10,10,10,39
39,31,7,10,9,60,7,10,8,10,10,8,38
35,31,9,9,8,63,8,10,8,9,8,10,40
34,33,7,10,8,71,8,8,10,10,8,7,39
38,33,9,10,8,62,9,7,9,8,7,7,38
31,31,7,9,7,63,7,8,8,8,7,9,39
35,40,8,9,9,79,7,8,7,7,8,9,39
33,33,10,10,7,68,7,8,10,9,10,10,40
31,34,8,10,9,67,7,8,8,9,7,10,40
40,39,7,7,8,69,8,7,10,10,8,10,39
36,32,9,8,9,70,10,9,10,7,7,9,40
39,34,8,10,8,74,10,10,9,10,9,9,40
34,37,7,9,9,76,9,8,8,7,8,10,39
34,32,9,7,8,76,7,10,10,7,10,8,38
34,39,8,9,10,67,10,7,10,9,10,9,39
34,40,7,8,8,74,10,9,8,9,10,10,38
32,31,10,7,10,65,9,10,7,7,9,10,40
38,33,8,10,8,69,7,10,9,9,8,7,39
31,35,10,10,8,74,10,8,7,10,9,9,39
35,32,10,9,10,70,8,10,8,8,7,7,40
34,36,10,7,7,66,10,9,7,9,8,8,38
36,37,9,8,10,65,7,8,10,9,10,7,40
34,39,8,8,8,74,10,8,9,7,9,7,40
39,37,8,7,7,63,7,9,9,10,7,10,38
38,34,8,9,8,75,10,8,8,10,10,9,39
32,40,10,7,7,68,7,7,9,9,7,10,40
37,32,9,10,9,78,7,7,7,9,10,8,38
36,32,8,10,7,74,9,10,10,8,8,9,39
35,31,8,10,10,59,9,10,10,9,7,9,38
40,35,9,7,7,76,9,8,8,9,9,9,40
31,33,9,9,10,61,8,7,8,8,10,9,38
37,40,7,10,8,64,10,8,8,9,8,7,40
34,37,8,7,7,69,9,10,7,8,10,10,39
40,33,7,10,7,60,7,9,9,7,9,7,39
37,40,10,10,8,59,9,10,7,8,8,7,39
39,35,8,10,7,77,8,7,10,10,8,7,38
31,39,9,9,10,57,10,7,9,10,7,7,38
36,40,9,7,9,58,10,7,9,8,10,8,40
35,34,10,8,9,67,8,8,9,7,7,10,40
33,33,8,8,10,76,9,8,8,9,7,8,38
36,32,10,9,9,69,10,9,9,10,10,10,39
36,37,8,7,8,73,7,7,10,7,8,10,40
33,36,7,9,7,60,7,8,9,8,8,10,38
34,34,8,10,10,69,9,8,8,10,10,8,40
31,37,7,7,10,56,9,8,10,10,9,7,38
31,35,7,8,9,60,10,7,8,9,8,7,39
33,40,9,9,9,66,10,7,8,9,7,7,40
35,34,9,8,10,70,10,7,9,7,8,8,39
39,33,7,7,7,58,9,10,7,9,10,8,39
40,37,10,8,10,59,7,9,10,7,9,8,40
33,38,7,10,9,66,10,7,9,9,8,9,38
31,38,10,8,10,68,9,7,9,8,10,7,39
40,36,9,7,8,78,8,7,7,8,10,10,40
35,34,9,10,8,57,10,7,7,7,10,7,40
33,40,10,8,10,59,8,9,7,9,7,10,40
42,48,9,9,7,89,8,10,10,10,10,7,38
44,45,10,8,7,85,7,10,7,10,8,10,38
43,45,8,10,8,93,9,8,8,7,10,9,39
47,45,8,8,10,91,7,8,7,7,7,8,40
48,46,9,10,7,88,8,7,8,8,7,8,39
50,41,10,10,7,90,9,7,9,7,8,10,38
45,49,8,10,8,85,9,9,7,7,8,10,40
49,49,8,8,8,86,9,7,8,8,9,8,39
48,48,10,9,10,89,8,8,9,7,9,7,40
50,47,8,9,7,86,9,10,10,8,8,9,40
50,43,9,7,9,95,8,10,9,10,9,10,38
48,41,9,8,10,94,10,8,7,9,8,8,40
48,41,7,10,7,95,10,7,7,10,8,8,38
48,44,8,7,7,90,8,7,8,8,10,9,38
45,45,8,8,9,97,8,9,8,8,10,8,40
50,44,9,7,7,88,9,9,10,10,7,9,39
41,48,9,8,7,88,7,9,7,8,8,10,38
46,45,7,8,9,86,9,8,8,9,7,7,40
41,47,10,8,9,94,10,10,9,7,10,9,40
45,48,8,7,10,94,9,9,7,9,8,8,40
44,42,10,10,7,88,8,7,10,7,8,10,40
43,45,7,10,7,87,9,8,7,10,9,10,40
45,50,9,10,7,92,8,9,7,10,9,10,40
50,42,8,7,7,94,8,9,10,8,10,8,39
43,49,10,8,9,83,7,10,10,10,10,10,39
50,49,9,8,7,81,7,7,8,9,9,8,38
49,43,8,10,8,80,8,7,10,10,8,7,39
43,50,8,7,10,89,10,9,9,8,7,9,39
41,45,10,7,10,92,8,7,10,7,9,9,39
42,44,10,9,8,80,10,9,9,9,10,10,38
45,45,8,10,10,83,10,9,10,7,7,8,38
46,41,9,9,10,89,8,8,7,7,8,9,38
49,50,9,7,8,90,8,7,10,7,10,8,38
45,47,10,8,7,90,10,9,9,8,8,7,39
46,49,9,8,9,81,7,7,10,8,7,9,39
45,49,10,8,7,85,8,10,8,10,7,8,40
42,47,10,10,8,89,10,7,8,9,8,8,40
47,46,7,10,10,81,10,10,10,7,9,8,38
47,45,10,8,9,89,9,9,8,9,8,8,38
49,42,7,9,9,90,7,9,9,10,8,7,39
46,48,9,10,8,94,9,8,9,9,8,9,38
49,49,8,8,7,88,10,10,10,8,8,7,40
42,42,10,9,9,81,7,7,10,7,7,8,39
42,45,8,7,7,96,9,8,9,10,7,7,38
48,50,10,10,7,80,9,8,9,8,10,10,38
43,48,8,7,8,84,9,9,9,9,8,9,39
49,50,10,7,8,86,9,7,8,9,8,9,40
41,43,8,7,8,89,9,8,8,8,10,9,38
42,49,10,7,10,81,7,9,10,7,8,10,39
46,49,7,7,8,84,10,8,10,10,9,7,38
45,46,7,7,7,89,7,10,8,7,8,9,38
46,50,9,10,7,82,9,8,10,9,9,9,39
49,48,9,10,7,86,8,10,9,7,10,10,39
50,47,8,8,9,90,7,7,10,9,10,9,38
47,41,9,9,7,81,10,7,7,8,10,7,40
47,49,9,8,7,93,9,10,8,10,9,9,40
50,47,10,8,7,97,8,10,10,9,8,7,39
44,50,7,7,8,94,8,8,10,7,8,8,38
41,43,7,8,7,86,9,7,8,10,7,7,38
48,42,8,8,8,94,7,10,8,7,8,7,39
46,46,9,10,9,97,10,8,8,8,10,8,38
42,48,7,10,9,97,9,9,9,9,10,9,39
49,45,9,9,8,91,9,9,9,9,10,7,40
42,42,7,7,8,91,9,7,8,9,10,8,40
45,46,10,8,7,90,7,9,9,10,8,8,40
45,47,9,8,10,84,10,7,7,9,9,8,38
50,48,8,9,9,97,7,7,10,9,10,9,38
47,43,9,9,7,87,10,10,9,10,9,8,38
44,44,9,10,8,82,9,10,8,10,9,8,39
49,43,10,8,10,94,9,10,9,7,8,9,38
41,45,9,10,10,94,8,7,7,10,7,10,39
43,49,10,7,8,85,9,8,8,8,9,9,38
43,41,10,9,10,80,9,10,7,8,10,8,39
49,50,7,10,9,90,10,8,8,8,8,9,38
42,43,8,10,8,86,7,8,8,8,10,9,40
50,50,9,7,9,80,9,10,8,7,7,7,40
45,41,8,10,10,83,8,7,10,9,10,8,39
43,42,9,8,10,93,8,9,8,10,9,10,39
46,43,9,10,10,92,7,8,8,10,8,8,38
42,43,10,7,9,86,10,8,8,8,8,10,40
49,43,10,9,8,86,10,7,10,9,7,9,40
49,46,7,10,8,85,7,9,10,8,9,7,38
47,41,7,7,7,87,8,8,9,8,9,9,40
41,46,9,9,9,94,8,9,9,9,8,9,38
42,43,9,8,10,86,7,7,7,9,7,7,39
43,43,10,9,7,95,8,9,10,9,8,9,39
48,43,10,10,8,81,9,9,10,7,8,10,39
43,45,10,10,10,97,8,7,8,7,10,8,38
45,42,10,7,10,90,10,10,10,7,9,8,38
45,41,7,10,8,81,9,9,8,9,7,8,40
42,47,7,8,7,88,9,8,8,7,8,8,38
48,48,9,9,9,86,8,10,10,8,10,7,38
46,41,7,7,7,91,8,8,7,7,9,8,38
50,49,9,9,8,94,9,9,9,9,8,8,39
45,41,8,7,7,90,7,9,7,7,8,7,39
42,43,8,9,9,89,8,7,8,7,10,10,40
43,45,9,8,8,96,9,10,10,9,7,7,38
47,43,10,10,9,80,9,10,8,8,7,8,38
50,47,10,10,8,92,8,10,10,10,7,7,38
43,46,8,10,7,88,8,8,8,7,7,8,38
43,50,7,9,10,95,9,8,9,10,7,7,39
50,46,8,9,9,86,10,7,8,8,10,8,39
49,46,7,10,9,95,7,8,8,7,8,8,39
44,41,7,9,7,88,9,8,9,10,9,9,40
43,49,7,10,7,82,8,8,10,10,10,7,39
46,43,9,10,8,92,8,8,8,8,10,10,39
46,46,9,10,10,96,8,10,9,7,7,9,40
49,44,9,8,9,81,7,7,7,10,8,9,39
49,44,7,9,7,84,7,7,7,9,10,8,40
41,49,8,9,9,85,10,10,7,7,9,8,40
42,42,10,10,7,88,9,9,9,7,10,7,38
50,46,10,9,8,91,10,10,9,9,9,10,39
46,48,7,8,8,96,10,8,9,8,7,10,38
47,43,9,9,8,82,10,7,7,8,8,9,38
43,48,10,8,7,95,10,9,10,7,7,7,38
45,49,7,8,9,91,10,7,8,8,8,9,40
42,45,9,10,10,94,10,7,8,8,10,8,39
49,47,10,9,7,82,10,10,8,9,10,9,39
42,41,8,10,7,85,8,8,10,7,10,8,40
45,43,7,8,8,86,8,10,8,7,9,8,40
45,47,10,8,8,86,9,9,9,10,9,9,38
42,45,9,8,9,81,7,10,8,10,9,9,39
42,47,7,7,7,81,8,7,7,8,10,7,38
49,41,10,8,9,82,7,10,8,8,8,8,40
49,47,7,7,7,94,8,8,8,9,10,10,38
44,43,7,7,7,86,9,8,10,10,7,8,40
49,50,7,9,10,96,7,9,9,8,10,8,40
50,49,8,8,10,94,7,8,10,7,7,7,38
50,43,10,9,8,91,10,10,8,10,8,8,40
49,44,7,7,8,86,7,10,9,10,10,7,40
42,47,7,7,10,87,7,9,7,8,9,9,40
41,44,9,8,8,83,10,9,7,9,9,10,38
45,46,10,8,10,92,10,8,9,7,10,10,39
48,49,10,9,7,82,9,8,8,8,9,9,39
46,45,9,7,9,87,8,9,9,8,7,9,39
42,48,10,9,10,91,9,10,10,7,10,7,40
44,41,7,9,8,81,7,10,8,9,7,8,40
46,50,10,9,9,87,9,7,10,10,7,7,40
41,41,9,9,10,81,9,7,10,8,8,9,38
48,48,8,8,10,88,9,8,8,9,9,7,38
48,48,9,8,7,91,9,9,7,10,8,9,40
49,45,10,7,10,84,8,9,9,10,8,10,38
48,41,8,10,8,91,10,7,10,10,8,8,39
42,47,10,8,8,88,10,10,9,7,9,7,38
48,50,8,9,9,81,9,8,7,9,9,8,39
48,43,7,8,9,92,9,9,9,8,9,8,38
44,44,10,7,8,92,9,10,7,8,9,9,39
48,49,8,7,10,92,7,9,7,9,8,7,38
45,48,10,9,10,91,10,9,10,8,9,8,40
47,45,7,7,8,84,8,8,9,10,9,7,38
48,46,8,7,9,94,10,9,7,7,9,8,39
50,45,8,8,9,95,8,8,7,7,10,9,38
43,43,10,9,7,97,9,8,10,10,10,7,38
42,42,8,8,9,83,7,8,10,9,7,9,40
41,41,9,7,10,92,9,7,7,10,8,7,38
49,45,7,10,9,96,9,9,7,7,8,10,39
42,48,8,10,10,97,8,9,10,9,9,8,38
44,47,10,10,8,84,10,7,10,10,10,10,39
44,46,8,10,7,95,7,7,7,8,7,7,38
47,44,7,8,8,81,7,9,8,8,8,9,39
44,49,7,8,10,81,8,8,8,10,8,8,38
42,47,8,8,8,93,7,9,7,10,8,7,40
45,46,10,7,10,96,7,9,9,9,10,8,38
44,48,10,10,7,83,7,10,9,7,9,10,39
41,49,7,8,10,96,10,7,9,9,10,10,38
47,43,9,9,10,91,8,9,10,8,9,10,40
44,47,8,9,10,88,10,9,10,8,8,9,38
50,48,9,10,9,82,8,8,10,8,8,7,38
41,50,7,8,10,97,9,9,7,10,8,7,40
48,43,7,10,9,95,8,7,8,8,8,10,39
43,48,8,8,9,80,9,8,7,10,7,9,40
48,47,8,10,9,94,7,8,8,7,8,8,39
44,43,7,7,7,88,7,7,7,10,9,9,39
46,42,10,8,8,84,8,7,10,10,7,7,39
47,46,9,8,8,92,8,10,9,9,10,10,39
45,42,9,10,10,94,8,9,8,9,7,9,39
48,48,9,7,9,84,7,9,10,8,8,9,38
47,44,10,10,9,81,7,8,8,9,8,8,38
50,44,7,10,9,92,7,7,10,9,8,8,38
43,41,9,8,10,86,7,8,9,8,8,7,40
45,47,7,10,8,97,8,7,7,7,8,10,39
50,49,9,7,7,84,8,10,7,7,10,10,38
47,46,9,7,10,82,7,9,10,9,7,9,40
43,47,10,8,10,91,8,9,7,7,10,10,38
50,41,10,10,10,88,10,9,9,10,8,10,39
44,43,10,8,9,88,7,7,10,7,7,8,39
49,48,8,10,8,97,8,8,10,9,9,9,38
49,50,10,7,7,92,9,7,8,10,10,8,38
48,48,10,9,8,81,7,9,7,9,9,10,39
45,44,9,8,9,88,9,9,10,9,7,8,39
46,49,7,8,8,95,10,7,7,7,8,7,39
50,48,8,9,10,85,8,10,10,10,8,7,39
45,50,9,7,10,97,7,8,10,10,9,10,40
42,45,8,10,7,97,10,10,9,9,8,8,40
47,46,7,8,9,94,8,10,7,9,8,7,39
46,43,9,8,8,85,9,9,10,9,10,10,40
42,43,10,9,7,87,9,7,10,10,9,9,38
41,41,8,10,7,80,7,8,10,10,10,9,39
45,43,7,9,7,96,10,10,8,7,8,10,39
46,46,10,7,8,87,10,9,9,7,7,10,40
43,41,8,10,9,89,9,7,7,10,9,8,39
48,49,7,10,8,84,7,10,7,9,7,8,40
42,44,8,8,10,97,10,7,10,8,7,9,39
50,45,7,10,8,80,9,8,8,7,7,9,40
44,45,7,9,8,92,8,7,7,7,9,7,40
41,45,7,10,8,89,7,9,10,7,9,9,40
44,46,9,8,7,82,7,9,7,10,8,8,39
43,50,8,10,7,81,8,10,9,9,7,9,38
46,46,8,10,8,89,10,9,7,8,7,9,40
47,49,10,8,8,90,7,9,10,9,8,8,39
48,43,10,7,7,89,8,8,9,9,7,7,38
42,41,8,9,10,91,8,10,10,10,10,7,38
45,43,10,7,9,95,7,7,10,7,10,9,38
48,47,8,9,8,93,8,7,9,10,9,9,40
50,43,8,8,8,91,7,8,7,8,9,9,39
49,49,9,9,9,97,10,10,8,7,8,9,38
42,47,10,10,7,91,10,10,10,8,7,9,40
42,45,7,8,10,87,10,8,10,8,10,7,39
50,43,8,7,10,94,9,9,10,7,9,10,38
42,45,9,7,10,89,8,9,8,8,7,7,38
45,41,10,10,9,95,9,10,10,8,10,8,40
41,44,7,10,9,81,10,9,8,10,8,9,39
43,49,10,9,8,84,8,7,8,10,7,7,40
50,47,10,10,10,84,9,9,9,7,10,9,39
44,44,8,10,7,96,7,8,10,10,10,9,40
43,42,7,9,10,82,10,7,7,8,7,7,40
41,47,9,10,8,91,8,7,9,8,10,8,39
41,45,8,9,7,86,8,7,8,8,10,7,39
48,46,10,10,9,84,10,7,8,7,10,8,38
46,49,7,10,10,97,8,9,8,10,9,9,39
49,44,9,7,9,86,10,8,9,10,9,10,39
41,46,8,10,10,97,8,7,7,7,7,10,38
48,48,8,7,8,80,9,7,10,7,10,7,38
44,46,10,9,10,92,7,10,9,7,8,9,39
43,44,9,9,10,89,10,9,10,9,10,7,39
45,42,7,8,10,94,7,9,9,9,9,8,39
41,44,7,10,8,89,8,9,8,8,10,8,39
45,49,9,7,10,81,9,7,7,9,9,10,39
42,44,9,10,8,92,9,8,7,9,8,8,40
41,48,8,9,10,81,7,10,8,7,9,7,40
44,41,8,9,10,89,8,7,9,7,8,7,39
45,47,9,7,9,86,9,8,10,9,10,10,39
48,44,7,9,7,94,8,10,10,7,9,7,40
45,42,7,7,7,91,8,7,8,10,8,9,40
50,48,9,9,9,95,8,10,10,9,8,10,38
43,50,8,8,9,85,10,8,7,9,10,9,40
41,41,8,8,7,89,10,8,7,10,7,7,39
49,42,10,10,9,85,9,10,7,10,7,10,39
49,46,7,9,7,88,8,9,10,10,9,10,38
50,47,7,9,7,89,9,9,7,8,9,7,40
41,47,8,10,8,83,10,10,8,10,10,7,40
41,46,9,9,10,94,10,9,7,8,10,10,38
41,41,9,9,9,96,9,8,7,9,8,9,38
47,41,9,10,9,96,9,10,10,10,8,7,38
47,50,9,9,10,82,8,7,7,7,10,7,40
50,41,8,10,7,95,10,9,8,10,8,7,38
43,45,9,9,10,86,10,10,7,10,10,7,38
48,48,8,9,9,87,7,10,7,9,9,10,38
49,48,10,8,7,93,7,7,10,9,9,9,39
48,48,9,8,9,81,8,9,10,10,10,8,39
49,42,8,9,9,87,7,7,7,10,7,9,39
46,42,7,9,7,84,10,8,7,10,8,7,39
43,43,7,7,9,88,9,8,8,9,9,8,38
50,41,8,10,10,89,8,10,8,7,10,9,39
50,49,10,7,9,81,9,9,9,10,8,10,39
48,45,7,9,8,90,9,10,9,9,9,10,39
46,45,8,8,7,81,8,10,10,9,7,8,40
48,44,8,10,7,95,8,8,7,10,7,10,40
41,45,8,10,7,85,8,10,8,10,7,10,39
45,46,10,8,8,89,7,8,9,10,7,10,38
48,41,10,8,9,93,10,9,9,8,10,10,40
45,42,9,7,9,88,8,7,7,9,8,9,40
42,45,9,8,9,80,8,10,7,8,8,9,38
45,47,8,10,10,88,9,7,10,7,9,9,39
47,49,7,7,7,89,9,8,10,9,7,7,40
41,44,10,8,7,89,8,7,9,10,10,10,39
47,48,9,8,7,84,7,10,10,9,10,8,38
48,43,10,9,8,96,10,8,7,9,10,8,40
46,42,8,7,9,88,7,7,9,7,7,9,38
47,47,7,8,9,87,7,10,7,8,8,10,39
44,48,8,9,9,87,9,8,9,7,7,8,40
50,50,7,10,7,81,8,9,8,8,9,10,39
45,47,9,7,8,83,7,8,8,9,7,9,38
48,47,10,8,7,80,8,10,10,8,10,8,39
44,50,10,10,10,80,7,7,10,10,9,10,40
47,42,7,7,10,87,7,9,9,9,8,8,39
47,48,9,9,10,93,9,9,7,7,10,8,39
45,44,9,10,7,94,8,8,9,10,9,7,40
47,47,8,8,10,85,8,8,10,7,8,10,39
50,45,10,8,8,85,9,8,9,10,10,8,40
42,50,7,10,9,86,10,7,8,7,10,9,38
47,44,10,7,10,95,8,8,7,9,9,9,40
50,48,10,8,8,84,9,9,9,7,9,7,40
48,48,9,8,9,81,10,7,9,8,10,8,40
43,48,9,10,10,92,9,7,7,7,7,7,39
42,44,7,7,10,86,10,9,7,7,8,8,38
47,46,8,7,10,81,8,10,8,9,8,10,39
44,46,10,10,8,83,7,8,9,10,8,8,40
44,45,8,8,10,83,9,8,10,7,9,7,40
47,46,8,10,10,96,8,9,10,10,10,10,39
